CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Education,Investment,Activity,Yearly Amt,Avg Daily Tax,Yearly Tax,Avg Tax Amt,Education Group
493.0,France,Female,46,4.0,0.0,2.0,1.0,0.0,190766,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
652.0,Spain,Female,75,10.0,0.0,2.0,1.0,1.0,11467575,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
750.0,Spain,Male,22,3.0,12168182.0,1.0,1.0,0.0,12864335,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
729.0,France,Male,30,9.0,0.0,2.0,1.0,0.0,15186935,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
646.0,France,Female,46,4.0,0.0,3.0,1.0,0.0,9325142,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
635.0,Germany,Female,28,3.0,8162367.0,2.0,1.0,1.0,15679136,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
647.0,Spain,Female,44,5.0,0.0,3.0,1.0,1.0,17420522,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
808.0,France,Male,45,7.0,11862655.0,2.0,1.0,0.0,14713246,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
524.0,France,Female,36,10.0,0.0,2.0,1.0,0.0,10961457,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
769.0,France,Male,29,8.0,0.0,2.0,1.0,1.0,17229061,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
730.0,Spain,Male,42,4.0,0.0,2.0,0.0,1.0,8598247,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
515.0,Spain,Male,35,10.0,17627395.0,1.0,0.0,1.0,12127778,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
773.0,Spain,Male,41,9.0,10282744.0,1.0,0.0,1.0,6459525,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
814.0,Germany,Male,29,8.0,970864.0,2.0,1.0,1.0,19727613,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
710.0,Spain,Male,22,8.0,0.0,2.0,0.0,0.0,9964504,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
413.0,France,Male,34,9.0,0.0,2.0,0.0,0.0,653418,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
665.0,France,Female,40,6.0,0.0,1.0,1.0,1.0,16184803,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
623.0,France,Female,44,6.0,0.0,2.0,0.0,0.0,16716243,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
738.0,France,Male,31,9.0,8267415.0,1.0,1.0,0.0,4197072,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
528.0,Spain,Male,36,7.0,0.0,2.0,1.0,0.0,6053656,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
670.0,Spain,Female,65,1.0,0.0,1.0,1.0,1.0,17765568,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
622.0,Spain,Female,46,4.0,10707327.0,2.0,1.0,1.0,3098459,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
582.0,Germany,Male,32,1.0,8893862.0,1.0,1.0,1.0,1005453,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
785.0,Germany,Female,36,2.0,9980685.0,1.0,0.0,1.0,3697652,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
605.0,Spain,Male,33,5.0,1500928.0,1.0,0.0,0.0,7186279,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
479.0,Germany,Male,35,9.0,9283389.0,1.0,1.0,0.0,9944986,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
685.0,Germany,Male,30,3.0,9053681.0,1.0,0.0,1.0,6308288,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
538.0,Germany,Male,39,7.0,1080551.0,2.0,1.0,0.0,2723126,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
562.0,France,Male,42,2.0,10023835.0,1.0,0.0,0.0,8679741,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
675.0,Spain,Male,36,9.0,10619055.0,1.0,0.0,1.0,2299432,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
721.0,Germany,Male,28,9.0,15447554.0,2.0,0.0,1.0,10130094,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
628.0,Germany,Female,30,9.0,13235129.0,2.0,1.0,1.0,7416913,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
668.0,Germany,Female,37,6.0,1678644.0,1.0,1.0,0.0,11563829,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
506.0,France,Female,41,1.0,0.0,2.0,1.0,0.0,317663,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
524.0,Germany,Female,31,8.0,10781863.0,1.0,1.0,0.0,19972539,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
699.0,Germany,Male,34,4.0,18517381.0,2.0,1.0,0.0,12083448,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
828.0,France,Male,34,8.0,12943334.0,2.0,0.0,0.0,3813177,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
674.0,Spain,Male,39,6.0,12019342.0,1.0,0.0,0.0,10013095,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
656.0,France,Female,39,6.0,0.0,2.0,1.0,0.0,14106988,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
684.0,Germany,Female,48,10.0,12638442.0,1.0,1.0,1.0,19812936,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
625.0,France,Female,28,3.0,0.0,1.0,0.0,0.0,18364641,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
432.0,France,Male,42,9.0,15260345.0,1.0,1.0,0.0,11026524,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
549.0,France,Female,52,1.0,0.0,1.0,0.0,1.0,863605,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
625.0,Germany,Male,56,0.0,14850724.0,1.0,1.0,0.0,4682408,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
828.0,France,Female,41,7.0,0.0,2.0,1.0,0.0,17137877,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
770.0,France,Male,24,9.0,10182707.0,1.0,1.0,0.0,16725635,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
758.0,France,Female,34,3.0,0.0,2.0,1.0,1.0,12422616,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
795.0,Germany,Female,33,9.0,13086243.0,1.0,1.0,1.0,11493521,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
687.0,France,Male,38,9.0,12257087.0,1.0,1.0,1.0,3560888,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
686.0,France,Male,25,1.0,0.0,2.0,0.0,1.0,1645937,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
